a,b,c,pos,vel,acc
10.0,6951.927961775606,1128837891.6846883,"(0.0, 1124.185643529302, 3514.083395316453)","(0.0, 10961.207535757374, 47262.099076906656)","(0.0, 44389.951875648156, 351227.20574944705)"
10.0,6951.927961775606,3359818286.2837744,"(0.0, 1203.5394116383482, 3711.086737888625)","(0.0, 14675.931553270044, 62750.053031932126)","(0.0, 69554.77515969149, 561160.4004990861)"
10.0,6951.927961775606,10000000000.0,"(0.0, 1262.5793493465058, 3897.0673184339935)","(0.0, 19179.24003550045, 83727.76336231394)","(0.0, 109313.62039335727, 899647.891421226)"
10.0,20691.3808111479,10.0,"(29.833333333333336, 910.6115563362814, 1553.2301423543317)","(35.75, 1946.6385200299928, 2731.0084809051014)","(99.91666666666667, 2321.5663897142376, 497.8822362117595)"
10.0,20691.3808111479,29.76351441631318,"(29.333333333333332, 837.1583431835429, 1556.7513796924595)","(35.583333333333336, 1828.3024690019638, 2744.686340967608)","(99.91666666666667, 2246.7864131417027, 596.6374128378039)"
10.0,20691.3808111479,88.58667904100822,"(28.833333333333332, 793.7393671649127, 1564.3510687245857)","(34.833333333333336, 1749.89411216191, 2774.322242340232)","(99.91666666666667, 2140.5236019758213, 775.8103324526179)"
10.0,20691.3808111479,263.6650898730358,"(28.749999999999996, 787.8226487892001, 1577.938969573856)","(33.166666666666664, 1661.3649527458292, 2828.6813245250646)","(85.5, 1996.704819790335, 1039.631036183645)"
10.0,20691.3808111479,784.7599703514607,"(28.749999999999996, 757.2171325635214, 1600.379266568174)","(32.33333333333333, 1531.2426140442437, 2922.768545951822)","(65.83333333333333, 1856.583754086539, 1408.9570540043092)"
10.0,20691.3808111479,2335.7214690901214,"(27.0, 728.472843319614, 1636.4001568569256)","(31.333333333333336, 1415.627215239073, 3085.00985593552)","(46.916666666666664, 1755.4970199824234, 1943.3085079926532)"
10.0,20691.3808111479,6951.927961775606,"(24.5, 714.0298322092897, 1691.7229918359317)","(30.083333333333336, 1247.090760342056, 3361.142073443476)","(37.25, 1509.3896098053494, 2746.1307182492064)"
10.0,20691.3808111479,20691.3808111479,"(19.666666666666664, 677.3063692946606, 1771.4203998843645)","(26.666666666666668, 1155.1562938740572, 3816.739337919173)","(30.666666666666664, 1105.850512933557, 3992.893144207909)"
10.0,20691.3808111479,61584.82110660255,"(12.916666666666668, 690.4314041293399, 1877.6624799145532)","(21.583333333333332, 1286.6607187893048, 4532.722902155446)","(24.666666666666668, 1123.9795063857036, 5970.072992454594)"
10.0,20691.3808111479,183298.07108324338,"(4.916666666666666, 722.432053066789, 2008.7804138393592)","(15.75, 1577.5981064334037, 5596.9271659139395)","(17.666666666666668, 1585.1712015582948, 9128.555532187484)"
10.0,20691.3808111479,545559.4781168514,"(2.0, 731.8968976686244, 2160.7399573636244)","(6.083333333333334, 1931.6334538251176, 7104.506829235175)","(9.0, 2295.482239057844, 14170.525914019256)"
10.0,20691.3808111479,1623776.739188721,"(0.75, 751.8418719641218, 2329.256245951415)","(1.5, 2421.2486868675524, 9170.993933575619)","(2.5833333333333335, 3505.092664590257, 22197.854735975703)"
10.0,20691.3808111479,4832930.238571752,"(0.33333333333333337, 789.4916784137695, 2510.778497314229)","(0.25, 3015.244010455487, 11950.149983493697)","(0.08333333333333334, 5247.761980496883, 34955.27707189019)"
10.0,20691.3808111479,14384498.882876629,"(0.0, 830.7379642936513, 2702.4247157877885)","(0.0, 3778.5370257589066, 15652.07281689832)","(0.0, 7808.4449992041045, 55220.352120925876)"
10.0,20691.3808111479,42813323.98719387,"(0.0, 898.6203802361833, 2901.564384404741)","(0.0, 4822.306032839206, 20563.811019770987)","(0.0, 11697.005255229904, 87430.25966541025)"
10.0,20691.3808111479,127427498.57031322,"(0.0, 955.748438778021, 3105.43149246833)","(0.0, 6296.875594039828, 27077.22705058939)","(0.0, 18028.18080345475, 138697.2360187137)"
10.0,20691.3808111479,379269019.0732238,"(0.0, 1042.9642006536246, 3310.8641125993527)","(0.0, 8214.587528452232, 35730.098009907895)","(0.0, 28268.408050825932, 220467.03233592675)"
10.0,20691.3808111479,1128837891.6846883,"(0.0, 1124.1989958692923, 3514.1722231839613)","(0.0, 10962.721275515429, 47269.628288026324)","(0.0, 44381.041273968076, 351251.6149860569)"
10.0,20691.3808111479,3359818286.2837744,"(0.0, 1203.557948655975, 3711.128322914189)","(0.0, 14677.158419436899, 62754.935150476624)","(0.0, 69552.81596549752, 561178.8368652888)"
10.0,20691.3808111479,10000000000.0,"(0.0, 1262.5772139672638, 3897.0863018158316)","(0.0, 19179.34447284823, 83730.95801900793)","(0.0, 109310.06205778697, 899661.8099491539)"
10.0,61584.82110660255,10.0,"(16.916666666666664, 761.7842520766787, 1759.2499686517854)","(21.333333333333336, 1774.1268184022329, 4089.6340834285793)","(99.91666666666667, 2289.7368133468726, 700.0584182406105)"
10.0,61584.82110660255,29.76351441631318,"(16.916666666666664, 735.8810239626739, 1760.6140604221332)","(21.416666666666668, 1666.0557719779165, 4096.670168616329)","(99.91666666666667, 2216.811544139825, 793.7920526225846)"
10.0,61584.82110660255,88.58667904100822,"(16.833333333333332, 709.5386388634289, 1763.9720495988531)","(21.583333333333332, 1571.790685446339, 4113.952556856136)","(99.91666666666667, 2127.0625235920397, 993.601827056624)"
10.0,61584.82110660255,263.6650898730358,"(16.666666666666664, 675.3763454377277, 1770.8391473780102)","(21.5, 1498.746303189047, 4149.671435154847)","(72.5, 2023.9516564253909, 1322.5522690344908)"
10.0,61584.82110660255,784.7599703514607,"(16.583333333333332, 669.9811236815062, 1782.6926237547868)","(21.25, 1428.8058340002935, 4212.80407495804)","(56.75, 1886.1546882729874, 1774.642020671114)"
10.0,61584.82110660255,2335.7214690901214,"(15.333333333333332, 678.6766725347914, 1802.1738738718163)","(21.0, 1371.8748528923925, 4320.577520163581)","(41.833333333333336, 1732.8939848318862, 2390.3255695538874)"
10.0,61584.82110660255,6951.927961775606,"(13.750000000000002, 692.5635736212627, 1833.8986818565281)","(19.666666666666664, 1347.970576536169, 4506.811118598145)","(32.666666666666664, 1658.7507116311876, 3265.898804101114)"
10.0,61584.82110660255,20691.3808111479,"(11.25, 695.9097081633588, 1883.778194254527)","(18.583333333333332, 1337.4723780446834, 4826.617283823828)","(27.083333333333332, 1414.808906484764, 4558.23933877204)"
10.0,61584.82110660255,61584.82110660255,"(6.916666666666667, 708.1255646669048, 1957.9633659221292)","(15.916666666666668, 1426.220349057095, 5363.91866142571)","(22.333333333333332, 1213.1250655860822, 6536.1095658466065)"
10.0,61584.82110660255,183298.07108324338,"(2.833333333333333, 727.6881581363309, 2060.4955461714217)","(10.916666666666666, 1670.8838746603344, 6230.884754498871)","(15.666666666666668, 1535.26871855103, 9648.541835610662)"
10.0,61584.82110660255,545559.4781168514,"(1.1666666666666667, 732.3281220874997, 2191.190877508463)","(3.5000000000000004, 1996.5744568863417, 7556.306111945123)","(8.166666666666666, 2281.5812506337415, 14614.42826548669)"
10.0,61584.82110660255,1623776.739188721,"(0.5, 756.3256536312291, 2346.05014039426)","(0.75, 2439.589676527331, 9477.553955106661)","(2.4166666666666665, 3457.923711565943, 22557.65644786033)"
10.0,61584.82110660255,4832930.238571752,"(0.08333333333333334, 791.2555217335043, 2519.649142548884)","(0.0, 3024.7059230057366, 12152.031877667634)","(0.08333333333333334, 5227.312846881197, 35237.8137656158)"
10.0,61584.82110660255,14384498.882876629,"(0.0, 830.8764629195832, 2706.980119447966)","(0.0, 3778.9076718182278, 15782.921413719288)","(0.0, 7797.76143135625, 55438.32642576047)"
10.0,61584.82110660255,42813323.98719387,"(0.0, 897.8046460552439, 2903.857156074826)","(0.0, 4814.983680520788, 20648.003625252346)","(0.0, 11665.80566310688, 87596.8322871108)"
10.0,61584.82110660255,127427498.57031322,"(0.0, 955.9411226498132, 3106.5662089009193)","(0.0, 6305.103165404966, 27131.278234046862)","(0.0, 18009.47430667679, 138823.86877556582)"
10.0,61584.82110660255,379269019.0732238,"(0.0, 1043.1802983393115, 3311.4165396678427)","(0.0, 8221.081404394386, 35764.83137309694)","(0.0, 28261.64852821081, 220563.011487196)"
10.0,61584.82110660255,1128837891.6846883,"(0.0, 1124.2387521876904, 3514.4363953045295)","(0.0, 10967.2248949309, 47292.02442824311)","(0.0, 44354.55444733493, 351324.22162676766)"
10.0,61584.82110660255,3359818286.2837744,"(0.0, 1203.613115131775, 3711.252045429249)","(0.0, 14680.80941945088, 62769.4618910747)","(0.0, 69546.98697617123, 561233.694022838)"
10.0,61584.82110660255,10000000000.0,"(0.0, 1262.5708617473838, 3897.142791775868)","(0.0, 19179.788811151746, 83740.46514791148)","(0.0, 109299.47547787773, 899703.2305827002)"
10.0,183298.07108324338,10.0,"(4.5, 711.1844935893619, 1989.6276680386807)","(9.666666666666666, 1743.3353984934906, 6140.857191007022)","(99.91666666666667, 2337.6332761242174, 949.5391957350491)"
10.0,183298.07108324338,29.76351441631318,"(4.5, 706.6805830644472, 1990.1197844528479)","(9.583333333333334, 1718.0632237986174, 6144.288513019192)","(99.91666666666667, 2284.4361781280704, 1037.442095774322)"
10.0,183298.07108324338,88.58667904100822,"(4.5, 702.1972406048702, 1991.4331002194688)","(9.416666666666666, 1666.2094351160308, 6153.448802412133)","(99.91666666666667, 2208.221719311344, 1249.1602537204026)"
10.0,183298.07108324338,263.6650898730358,"(4.333333333333334, 692.4156535304174, 1994.5842043857372)","(9.166666666666666, 1613.7638192137265, 6175.365618860615)","(66.16666666666666, 2113.0020518241445, 1655.0393661472667)"
10.0,183298.07108324338,784.7599703514607,"(4.083333333333333, 682.8948649027504, 2000.746524137452)","(9.083333333333334, 1581.7577415433204, 6218.819261642513)","(50.83333333333333, 2010.5860363825504, 2259.0000500590468)"
10.0,183298.07108324338,2335.7214690901214,"(3.4166666666666665, 681.2263719573685, 2010.9382193701892)","(9.0, 1587.8588941843407, 6292.040558444571)","(35.75, 1863.0081051908992, 3036.5077116061116)"
10.0,183298.07108324338,6951.927961775606,"(2.833333333333333, 686.4917332456951, 2027.6046576564695)","(8.416666666666666, 1565.5264014620748, 6415.52073539378)","(28.916666666666668, 1696.612862381169, 4069.8454742457116)"
10.0,183298.07108324338,20691.3808111479,"(1.8333333333333333, 701.4457665878286, 2055.055276414836)","(7.583333333333334, 1587.8991654438623, 6629.04046407848)","(23.25, 1618.1063212228794, 5517.126046091111)"
10.0,183298.07108324338,61584.82110660255,"(0.75, 710.9067583677908, 2099.045909718141)","(5.583333333333333, 1694.3075003597414, 6997.705251849377)","(18.666666666666668, 1439.1414117350555, 7616.559562847915)"
10.0,183298.07108324338,183298.07108324338,"(0.33333333333333337, 732.3116554577227, 2166.3137190256753)","(2.25, 1849.6002979906034, 7625.381769104839)","(12.75, 1545.1074768960873, 10776.90126838232)"
10.0,183298.07108324338,545559.4781168514,"(0.0, 738.8859352011289, 2262.5589690726056)","(1.0833333333333335, 2095.174974936327, 8661.553804125553)","(6.083333333333334, 2226.1568615359292, 15695.032822578763)"
10.0,183298.07108324338,1623776.739188721,"(0.0, 761.0623433078108, 2389.5750452832926)","(0.0, 2515.6864756147124, 10291.318063010584)","(2.0, 3342.4891346562495, 23511.489233892167)"
10.0,183298.07108324338,4832930.238571752,"(0.0, 792.2307907241893, 2544.15307072621)","(0.0, 3058.3577706693145, 12716.968681904455)","(0.08333333333333334, 5125.508884986537, 36028.28476897521)"
10.0,183298.07108324338,14384498.882876629,"(0.0, 829.7480838537331, 2720.0269081874862)","(0.0, 3799.536209957452, 16160.272890003067)","(0.0, 7749.498887764512, 56066.954431693994)"
10.0,183298.07108324338,42813323.98719387,"(0.0, 898.1207389797403, 2910.5504049905285)","(0.0, 4845.275523418157, 20894.692330474187)","(0.0, 11570.637475369298, 88084.91700225468)"
10.0,183298.07108324338,127427498.57031322,"(0.0, 956.8019170982259, 3109.9111437829906)","(0.0, 6310.75571309129, 27290.92605964427)","(0.0, 17967.30560309682, 139197.901820512)"
10.0,183298.07108324338,379269019.0732238,"(0.0, 1043.8188684380066, 3313.0529227526654)","(0.0, 8222.396046712143, 35867.827669994585)","(0.0, 28269.53127004545, 220847.6216027809)"
10.0,183298.07108324338,1128837891.6846883,"(0.0, 1124.2023756290478, 3515.2208033783068)","(0.0, 10976.241130217579, 47358.56458167384)","(0.0, 44276.02255910802, 351539.9375397019)"
10.0,183298.07108324338,3359818286.2837744,"(0.0, 1203.777254961466, 3711.61985259926)","(0.0, 14691.670891145779, 62812.66178654255)","(0.0, 69529.65782469214, 561396.82715234)"
10.0,183298.07108324338,10000000000.0,"(0.0, 1262.5519855537136, 3897.3108261231964)","(0.0, 19184.191489592107, 83768.75026726963)","(0.0, 109268.00394027981, 899826.4616296253)"
10.0,545559.4781168514,10.0,"(0.0, 717.1669899134972, 2243.923742164712)","(0.5833333333333334, 1972.4943040139228, 9238.049494129216)","(99.91666666666667, 2391.843293482817, 1218.7007444721407)"
10.0,545559.4781168514,29.76351441631318,"(0.0, 716.2179292634064, 2244.0872219319835)","(0.5833333333333334, 1972.898219747749, 9239.61572872678)","(99.91666666666667, 2365.0208265601814, 1300.3592816282796)"
10.0,545559.4781168514,88.58667904100822,"(0.0, 718.7525866263634, 2244.5419143431964)","(0.5833333333333334, 1955.48698064591, 9243.99722913812)","(99.91666666666667, 2314.262881816228, 1512.5022172429765)"
10.0,545559.4781168514,263.6650898730358,"(0.0, 717.3436259542481, 2245.7640877991507)","(0.5833333333333334, 1931.8949812643318, 9255.670806403112)","(64.08333333333334, 2236.448552566272, 1974.454806954096)"
10.0,545559.4781168514,784.7599703514607,"(0.0, 713.9466438228073, 2248.6382339902675)","(0.5833333333333334, 1939.898861755799, 9283.31184449076)","(46.416666666666664, 2133.7316519243986, 2775.52662899059)"
10.0,545559.4781168514,2335.7214690901214,"(0.0, 717.4722337482006, 2254.0118500069684)","(0.5, 1947.8137820705952, 9335.435156372976)","(31.833333333333336, 2033.7234083827793, 3868.9542054015938)"
10.0,545559.4781168514,6951.927961775606,"(0.0, 715.4306365248428, 2262.612004224149)","(0.5, 1937.3386184889528, 9420.15073075052)","(24.666666666666668, 1878.7178134857882, 5205.669516351341)"
10.0,545559.4781168514,20691.3808111479,"(0.0, 722.9333278184095, 2276.637456443842)","(0.33333333333333337, 1968.601318704831, 9561.783967026957)","(19.25, 1717.5193249265049, 6949.628528824502)"
10.0,545559.4781168514,61584.82110660255,"(0.0, 729.5268173551625, 2299.9455605279554)","(0.08333333333333334, 2035.829068031089, 9806.671349275151)","(14.75, 1641.8776713625527, 9360.90760486447)"
10.0,545559.4781168514,183298.07108324338,"(0.0, 733.9447094183439, 2337.8699991361163)","(0.0, 2156.413389665275, 10230.741325343368)","(9.833333333333332, 1637.3789136051137, 12803.011150877599)"
10.0,545559.4781168514,545559.4781168514,"(0.0, 745.8817273744461, 2397.2270257845244)","(0.0, 2339.031930190188, 10959.254283851775)","(3.916666666666667, 2135.167722894466, 17895.839073494793)"
10.0,545559.4781168514,1623776.739188721,"(0.0, 765.1073995032152, 2484.8711069367996)","(0.0, 2680.5068180162752, 12184.013344938536)","(1.0833333333333335, 3165.9581931854455, 25711.35541635553)"
10.0,545559.4781168514,4832930.238571752,"(0.0, 792.5973360371336, 2604.682882779489)","(0.0, 3152.2414264324534, 14162.41232383588)","(0.08333333333333334, 4889.536437174416, 38045.403514659265)"
10.0,545559.4781168514,14384498.882876629,"(0.0, 838.3264341885427, 2755.0227760780404)","(0.0, 3892.4736278898345, 17192.472330797063)","(0.0, 7551.144610480189, 57785.432601324865)"
10.0,545559.4781168514,42813323.98719387,"(0.0, 902.7988461725979, 2929.4090723664244)","(0.0, 4883.836640467823, 21597.22017972867)","(0.0, 11402.038003251728, 89474.7780810518)"
10.0,545559.4781168514,127427498.57031322,"(0.0, 958.7966303708295, 3119.5922574539577)","(0.0, 6323.695009370544, 27755.676401041626)","(0.0, 17834.906275759873, 140286.73764986623)"
10.0,545559.4781168514,379269019.0732238,"(0.0, 1043.9092800827366, 3317.8554585331735)","(0.0, 8265.275277782413, 36171.06405411098)","(0.0, 28121.099383975223, 221685.53768390446)"
10.0,545559.4781168514,1128837891.6846883,"(0.0, 1123.6168715241583, 3517.5391655024514)","(0.0, 10994.671795901368, 47555.571312392975)","(0.0, 44138.99145721965, 352178.58902860805)"
10.0,545559.4781168514,3359818286.2837744,"(0.0, 1203.4308531316733, 3712.710746708861)","(0.0, 14711.50959934135, 62940.91557161927)","(0.0, 69469.7978850714, 561881.1250252677)"
10.0,545559.4781168514,10000000000.0,"(0.0, 1262.464639555565, 3897.8100750777558)","(0.0, 19193.361962975065, 83852.83564676488)","(0.0, 109174.66762029851, 900192.786980485)"
10.0,1623776.739188721,10.0,"(0.0, 755.5574718350924, 2520.5306314539835)","(0.0, 2512.794953806084, 13919.243675164607)","(99.91666666666667, 2432.0177663484938, 1485.1697438901008)"
10.0,1623776.739188721,29.76351441631318,"(0.0, 756.0405717204419, 2520.5798833037397)","(0.0, 2512.840757733409, 13919.90771160788)","(99.91666666666667, 2423.136049639948, 1560.2114404855247)"
10.0,1623776.739188721,88.58667904100822,"(0.0, 756.9514890180299, 2520.7222031251204)","(0.0, 2506.063444849766, 13921.837228941098)","(99.91666666666667, 2399.395317569524, 1762.257629806553)"
10.0,1623776.739188721,263.6650898730358,"(0.0, 756.7029954230841, 2521.124100312793)","(0.0, 2496.374756612504, 13927.263313983989)","(61.25000000000001, 2343.259030938939, 2241.6006192734017)"
